id,source,target,type,weight,confidence,directed,evidence_note,source_basis
E0019,PER_johan_rockstrom,P_planetary_boundaries_guiding_development_2015,authored,5,high,True,Author listed for representative key publication.,external_science_2015
E0020,PER_johan_rockstrom,P_safe_and_just_boundaries_2023,authored,5,high,True,Author listed for representative key publication.,external_nature_2023
E0021,PER_joyeeta_gupta,P_safe_and_just_boundaries_2023,authored,5,high,True,Author listed for representative key publication.,external_nature_2023
E0022,PER_katherine_richardson,P_safe_and_just_boundaries_2023,authored,5,high,True,Author listed for representative key publication.,external_nature_2023
E0023,PER_carl_folke,P_resilience_perspective_ses_2006,authored,5,high,True,Author listed for representative key publication.,external_gEC_2006
E0024,PER_elinor_ostrom,P_general_framework_ses_2009,authored,5,high,True,Author listed for representative key publication.,external_science_2009_ostrom
E0025,PER_jochen_markard,P_sustainability_transitions_emerging_field_2012,authored,5,high,True,Author listed for representative key publication.,external_research_policy_2012
E0026,PER_rob_raven,P_sustainability_transitions_emerging_field_2012,authored,5,high,True,Author listed for representative key publication.,external_research_policy_2012
E0027,PER_bernhard_truffer,P_sustainability_transitions_emerging_field_2012,authored,5,high,True,Author listed for representative key publication.,external_research_policy_2012
E0028,PER_kate_raworth,P_doughnut_economics_2017,authored,5,high,True,Author listed for representative key publication.,external_deal_2017
E0029,PER_carl_folke,P_adaptive_governance_ses_2005,authored,5,high,True,Author listed for representative key publication.,external_adaptive_governance_2005
E0030,PER_sandrine_dixson_declève,P_earth4all_survival_guide_2022,authored,5,high,True,Author listed for representative key publication.,external_earth4all_2022
E0031,PER_jorgen_randers,P_earth4all_survival_guide_2022,authored,5,high,True,Author listed for representative key publication.,external_earth4all_2022
E0032,PER_lance_gunderson,P_panarchy_2002,authored,5,high,True,Author listed for representative key publication.,external_panarchy_2002
E0033,PER_cs_holling,P_panarchy_2002,authored,5,high,True,Author listed for representative key publication.,external_panarchy_2002
E0034,PER_frank_biermann,P_earth_system_governance_science_plan_2009,authored,5,high,True,Author listed for representative key publication.,external_esg_2009
E0035,RF_systems_thinking,C_systemic_interdependence,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0036,RF_systems_thinking,C_feedback_loops,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0037,RF_systems_thinking,C_nonlinearity,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0038,RF_systems_thinking,C_emergence,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0039,RF_systems_thinking,C_complex_adaptive_systems,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0040,RF_systems_thinking,C_polycrisis,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0041,RF_complexity_theory,C_complex_adaptive_systems,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0042,RF_complexity_theory,C_emergence,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0043,RF_complexity_theory,C_nonlinearity,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0044,RF_complexity_theory,C_feedback_loops,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0045,RF_complexity_theory,C_tipping_points,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0046,RF_complexity_theory,C_cascading_failures,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0047,RF_complexity_theory,C_crisis_entanglement,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0048,RF_earth_system_science,C_anthropocene,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0049,RF_earth_system_science,C_planetary_boundaries,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0050,RF_earth_system_science,C_tipping_points,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0051,RF_earth_system_science,C_safe_operating_space,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0052,RF_earth_system_science,C_climate_change,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0053,RF_earth_system_science,C_biodiversity_loss,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0054,RF_earth_system_science,C_planetary_limits,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0055,RF_earth_system_science,C_safe_just_earth_system_boundaries,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0056,RF_sustainability_science,C_transformation,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0057,RF_sustainability_science,C_planetary_boundaries,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0058,RF_sustainability_science,C_sustainability_transitions,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0059,RF_sustainability_science,C_social_ecological_systems,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0060,RF_sustainability_science,C_justice_and_inequality,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0061,RF_sustainability_science,C_polycrisis,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0062,RF_sustainability_science,C_food_energy_water_nexus,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0063,RF_resilience_research,C_resilience,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0064,RF_resilience_research,C_adaptation,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0065,RF_resilience_research,C_panarchy,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0066,RF_resilience_research,C_adaptive_cycles,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0067,RF_resilience_research,C_regime_shifts,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0068,RF_resilience_research,C_social_ecological_systems,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0069,RF_resilience_research,C_transformation,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0070,RF_social_ecological_systems,C_social_ecological_systems,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0071,RF_social_ecological_systems,C_resilience,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0072,RF_social_ecological_systems,C_adaptive_governance,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0073,RF_social_ecological_systems,C_planetary_stewardship,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0074,RF_social_ecological_systems,C_adaptation,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0075,RF_social_ecological_systems,C_regime_shifts,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0076,RF_transition_studies,C_sustainability_transitions,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0077,RF_transition_studies,C_socio_technical_transformation,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0078,RF_transition_studies,C_just_transition,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0079,RF_transition_studies,C_energy_transition,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0080,RF_transition_studies,C_transformation,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0081,RF_transition_studies,C_mineral_extraction,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0082,RF_governance_research,C_earth_system_governance,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0083,RF_governance_research,C_governance_under_uncertainty,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0084,RF_governance_research,C_adaptive_governance,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0085,RF_governance_research,C_just_transition,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0086,RF_governance_research,C_planetary_stewardship,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0087,RF_governance_research,C_polycrisis,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0088,RF_systemic_risk_analysis,C_systemic_risk,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0089,RF_systemic_risk_analysis,C_global_systemic_risk,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0090,RF_systemic_risk_analysis,C_cascading_risk,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0091,RF_systemic_risk_analysis,C_cascading_failures,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0092,RF_systemic_risk_analysis,C_supply_chain_vulnerability,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0093,RF_systemic_risk_analysis,C_financial_fragility,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0094,RF_systemic_risk_analysis,C_polycrisis,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0095,RF_systemic_risk_analysis,C_crisis_entanglement,uses_concept,5,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0096,RF_political_ecology,C_ecological_justice,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0097,RF_political_ecology,C_justice_and_inequality,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0098,RF_political_ecology,C_degrowth,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0099,RF_political_ecology,C_mineral_extraction,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0100,RF_political_ecology,C_resource_depletion,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0101,RF_political_ecology,C_just_transition,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0102,RF_degrowth_postgrowth,C_degrowth,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0103,RF_degrowth_postgrowth,C_post_growth,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0104,RF_degrowth_postgrowth,C_planetary_limits,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0105,RF_degrowth_postgrowth,C_ecological_justice,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0106,RF_degrowth_postgrowth,C_justice_and_inequality,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0107,RF_degrowth_postgrowth,C_resource_depletion,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0108,RF_existential_risk,C_long_term_futures,uses_concept,3,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0109,RF_existential_risk,C_global_systemic_risk,uses_concept,3,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0110,RF_existential_risk,C_tipping_points,uses_concept,3,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0111,RF_existential_risk,C_pandemics,uses_concept,3,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0112,RF_existential_risk,C_geopolitical_instability,uses_concept,3,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0113,RF_metacrisis,C_metacrisis,uses_concept,3,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0114,RF_metacrisis,C_polycrisis,uses_concept,3,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0115,RF_metacrisis,C_systemic_interdependence,uses_concept,3,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0116,RF_metacrisis,C_governance_under_uncertainty,uses_concept,3,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0117,RF_metacrisis,C_long_term_futures,uses_concept,3,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0118,RF_integrated_assessment,C_climate_change,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0119,RF_integrated_assessment,C_energy_transition,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0120,RF_integrated_assessment,C_planetary_limits,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0121,RF_integrated_assessment,C_transformation,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0122,RF_integrated_assessment,C_feedback_loops,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0123,RF_scenario_foresight,C_long_term_futures,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0124,RF_scenario_foresight,C_transformation,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0125,RF_scenario_foresight,C_polycrisis,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0126,RF_scenario_foresight,C_systemic_risk,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0127,RF_scenario_foresight,C_governance_under_uncertainty,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0128,RF_network_science,C_cascading_risk,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0129,RF_network_science,C_cascading_failures,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0130,RF_network_science,C_supply_chain_vulnerability,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0131,RF_network_science,C_systemic_interdependence,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0132,RF_network_science,C_systemic_risk,uses_concept,4,medium,True,Seed relation from research design and conceptual scope.,uploaded_research_design
E0133,C_complex_adaptive_systems,RF_complexity_theory,part_of,5,high,True,Concept is treated as a defining/central concept for the field in the seed design.,uploaded_research_design
E0134,C_planetary_boundaries,RF_earth_system_science,part_of,5,high,True,Concept is treated as a defining/central concept for the field in the seed design.,uploaded_research_design
E0135,C_safe_just_earth_system_boundaries,RF_earth_system_science,part_of,5,high,True,Concept is treated as a defining/central concept for the field in the seed design.,uploaded_research_design
E0136,C_resilience,RF_resilience_research,part_of,5,high,True,Concept is treated as a defining/central concept for the field in the seed design.,uploaded_research_design
E0137,C_social_ecological_systems,RF_social_ecological_systems,part_of,5,high,True,Concept is treated as a defining/central concept for the field in the seed design.,uploaded_research_design
E0138,C_sustainability_transitions,RF_transition_studies,part_of,5,high,True,Concept is treated as a defining/central concept for the field in the seed design.,uploaded_research_design
E0139,C_earth_system_governance,RF_governance_research,part_of,5,high,True,Concept is treated as a defining/central concept for the field in the seed design.,uploaded_research_design
E0140,C_systemic_risk,RF_systemic_risk_analysis,part_of,5,high,True,Concept is treated as a defining/central concept for the field in the seed design.,uploaded_research_design
E0141,C_degrowth,RF_degrowth_postgrowth,part_of,5,high,True,Concept is treated as a defining/central concept for the field in the seed design.,uploaded_research_design
E0142,C_metacrisis,RF_metacrisis,part_of,5,high,True,Concept is treated as a defining/central concept for the field in the seed design.,uploaded_research_design
E0143,C_polycrisis,C_interconnected_crises,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0144,C_polycrisis,C_systemic_interdependence,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0145,C_polycrisis,C_systemic_risk,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0146,C_polycrisis,C_global_systemic_risk,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0147,C_polycrisis,C_cascading_risk,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0148,C_polycrisis,C_feedback_loops,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0149,C_polycrisis,C_crisis_entanglement,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0150,C_polycrisis,C_governance_under_uncertainty,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0151,C_polycrisis,C_emergence,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0152,C_crisis_entanglement,C_common_stresses,related_to,5,high,False,Causal mechanism relation in polycrisis framework.,uploaded_research_design
E0153,C_crisis_entanglement,C_domino_effects,related_to,5,high,False,Causal mechanism relation in polycrisis framework.,uploaded_research_design
E0154,C_crisis_entanglement,C_inter_systemic_feedbacks,related_to,5,high,False,Causal mechanism relation in polycrisis framework.,uploaded_research_design
E0155,C_inter_systemic_feedbacks,C_feedback_loops,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0156,C_domino_effects,C_cascading_risk,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0157,C_systemic_risk,C_global_systemic_risk,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0158,C_systemic_risk,C_cascading_risk,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0159,C_cascading_risk,C_cascading_failures,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0160,C_systemic_risk,C_supply_chain_vulnerability,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0161,C_systemic_risk,C_financial_fragility,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0162,C_complex_adaptive_systems,C_emergence,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0163,C_complex_adaptive_systems,C_nonlinearity,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0164,C_complex_adaptive_systems,C_feedback_loops,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0165,C_complex_adaptive_systems,C_tipping_points,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0166,C_tipping_points,C_regime_shifts,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0167,C_tipping_points,C_climate_change,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0168,C_resilience,C_adaptation,related_to,5,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0169,C_resilience,C_transformation,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0170,C_resilience,C_panarchy,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0171,C_resilience,C_adaptive_cycles,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0172,C_resilience,C_regime_shifts,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0173,C_resilience,C_social_ecological_systems,related_to,5,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0174,C_resilience,C_adaptive_governance,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0175,C_panarchy,C_adaptive_cycles,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0176,C_social_ecological_systems,C_planetary_stewardship,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0177,C_social_ecological_systems,C_adaptive_governance,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0178,C_planetary_boundaries,C_safe_operating_space,related_to,5,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0179,C_planetary_boundaries,C_planetary_limits,related_to,5,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0180,C_planetary_boundaries,C_safe_just_earth_system_boundaries,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0181,C_planetary_boundaries,C_anthropocene,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0182,C_planetary_boundaries,C_tipping_points,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0183,C_planetary_boundaries,C_ecological_ceilings,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0184,C_safe_just_earth_system_boundaries,C_ecological_justice,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0185,C_safe_just_earth_system_boundaries,C_justice_and_inequality,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0186,C_safe_just_earth_system_boundaries,C_safe_operating_space,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0187,C_earth_system_governance,C_planetary_stewardship,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0188,C_earth_system_governance,C_governance_under_uncertainty,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0189,C_earth_system_governance,C_adaptive_governance,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0190,C_earth_system_governance,C_justice_and_inequality,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0191,C_sustainability_transitions,C_socio_technical_transformation,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0192,C_sustainability_transitions,C_just_transition,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0193,C_sustainability_transitions,C_energy_transition,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0194,C_energy_transition,C_mineral_extraction,related_to,4,medium,False,Example relation from the uploaded topic description.,uploaded_research_design
E0195,C_energy_transition,C_supply_chain_vulnerability,related_to,4,medium,False,Example relation from the uploaded topic description.,uploaded_research_design
E0196,C_just_transition,C_justice_and_inequality,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0197,C_ecological_justice,C_justice_and_inequality,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0198,C_degrowth,C_post_growth,related_to,5,high,False,Conceptual relation in seed map.,uploaded_research_design
E0199,C_degrowth,C_planetary_limits,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0200,C_post_growth,C_planetary_limits,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0201,C_metacrisis,C_polycrisis,related_to,3,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0202,C_metacrisis,C_long_term_futures,related_to,3,low,False,Conceptual relation in seed map.,uploaded_research_design
E0203,C_food_energy_water_nexus,C_water_scarcity,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0204,C_food_energy_water_nexus,C_energy_transition,related_to,3,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0205,C_food_energy_water_nexus,C_climate_change,related_to,3,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0206,C_interconnected_crises,C_climate_change,related_to,3,medium,False,Crisis domain named in the uploaded research program as part of the polycrisis problem-space.,uploaded_research_design
E0207,C_interconnected_crises,C_biodiversity_loss,related_to,3,medium,False,Crisis domain named in the uploaded research program as part of the polycrisis problem-space.,uploaded_research_design
E0208,C_interconnected_crises,C_resource_depletion,related_to,3,medium,False,Crisis domain named in the uploaded research program as part of the polycrisis problem-space.,uploaded_research_design
E0209,C_interconnected_crises,C_water_scarcity,related_to,3,medium,False,Crisis domain named in the uploaded research program as part of the polycrisis problem-space.,uploaded_research_design
E0210,C_interconnected_crises,C_geopolitical_instability,related_to,3,medium,False,Crisis domain named in the uploaded research program as part of the polycrisis problem-space.,uploaded_research_design
E0211,C_interconnected_crises,C_financial_fragility,related_to,3,medium,False,Crisis domain named in the uploaded research program as part of the polycrisis problem-space.,uploaded_research_design
E0212,C_interconnected_crises,C_migration_pressures,related_to,3,medium,False,Crisis domain named in the uploaded research program as part of the polycrisis problem-space.,uploaded_research_design
E0213,C_interconnected_crises,C_pandemics,related_to,3,medium,False,Crisis domain named in the uploaded research program as part of the polycrisis problem-space.,uploaded_research_design
E0214,C_interconnected_crises,C_supply_chain_vulnerability,related_to,3,medium,False,Crisis domain named in the uploaded research program as part of the polycrisis problem-space.,uploaded_research_design
E0215,C_social_foundations,C_ecological_ceilings,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0216,C_ecological_ceilings,C_planetary_boundaries,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0217,C_social_foundations,C_justice_and_inequality,related_to,4,medium,False,Conceptual relation in seed map.,uploaded_research_design
E0218,RF_systems_thinking,M_system_dynamics,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0219,RF_systems_thinking,M_complex_systems_simulation,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0220,RF_systems_thinking,M_conceptual_synthesis,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0221,RF_complexity_theory,M_complex_systems_simulation,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0222,RF_complexity_theory,M_network_analysis,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0223,RF_complexity_theory,M_system_dynamics,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0224,RF_earth_system_science,M_earth_system_modelling,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0225,RF_earth_system_science,M_integrated_assessment_modelling,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0226,RF_earth_system_science,M_scenario_analysis,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0227,RF_sustainability_science,M_transdisciplinary_research,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
